   1 25
 21
  0 0.1                       D+01
  1 0.1                       D+01
  2 0.2                       D+01
  3 0.6                       D+01
  4 0.24                      D+02
  5 0.120                     D+03
  6 0.720                     D+03
  7 0.5040                    D+04
  8 0.40320                   D+05
  9 0.362880                  D+06
 10 0.3628800                 D+07
 11 0.39916800                D+08
 12 0.479001600               D+09
 13 0.6227020800              D+10
 14 0.87178291200             D+11
 15 0.1307674368000           D+13
 16 0.20922789888000          D+14
 17 0.355687428096000         D+15
 18 0.6402373705728000        D+16
 19 0.121645100408832000      D+18
 20 0.2432902008176640000     D+19
   25 0.962713267551606300959341D-02   26 0.0
     1   25
    1
    1 0.0                       D+00
    2
    1 0.577350269189625764509149D+00
    3
    1 0.774596669241483377035853D+00
    4
    1 0.861136311594052575223952D+00    2 0.339981043584856264802666D+00
    5
    1 0.906179845938663992797627D+00    2 0.538469310105683091036315D+00
    6
    1 0.932469514203152027812302D+00    2 0.661209386466264513661400D+00
    3 0.238619186083196908630502D+00
    7
    1 0.949107912342758524526190D+00    2 0.741531185599394439863865D+00
    3 0.405845151377397166906606D+00
    8
    1 0.960289856497536231683561D+00    2 0.796666477413626739591554D+00
    3 0.525532409916328985817739D+00    4 0.183434642495649804939476D+00
    9
    1 0.968160239507626089835576D+00    2 0.836031107326635794299430D+00
    3 0.613371432700590397308702D+00    4 0.324253423403808929038538D+00
   10
    1 0.973906528517171720077964D+00    2 0.865063366688984510732097D+00
    3 0.679409568299024406234327D+00    4 0.433395394129247190799266D+00
    5 0.148874338981631210884826D+00
   11
    1 0.978228658146056992803938D+00    2 0.887062599768095299075158D+00
    3 0.730152005574049324093416D+00    4 0.519096129206811815925726D+00
    5 0.269543155952344972331532D+00
   12
    1 0.981560634246719250690549D+00    2 0.904117256370474856678466D+00
    3 0.769902674194304687036894D+00    4 0.587317954286617447296702D+00
    5 0.367831498998180193752692D+00    6 0.125233408511468915472441D+00
   13
    1 0.984183054718588149472830D+00    2 0.917598399222977965206548D+00
    3 0.801578090733309912794206D+00    4 0.642349339440340220643985D+00
    5 0.448492751036446852877913D+00    6 0.230458315955134794065528D+00
   14
    1 0.986283808696812338841597D+00    2 0.928434883663573517336391D+00
    3 0.827201315069764993189795D+00    4 0.687292904811685470148020D+00
    5 0.515248636358154091965291D+00    6 0.319112368927889760435672D+00
    7 0.108054948707343662066245D+00
   15
    1 0.987992518020485428489566D+00    2 0.937273392400705904307759D+00
    3 0.848206583410427216200648D+00    4 0.724417731360170047416186D+00
    5 0.570972172608538847537227D+00    6 0.394151347077563369897207D+00
    7 0.201194093997434522300628D+00
   16
    1 0.989400934991649932596154D+00    2 0.944575023073232576077988D+00
    3 0.865631202387831743880468D+00    4 0.755404408355003033895101D+00
    5 0.617876244402643748446672D+00    6 0.458016777657227386342419D+00
    7 0.281603550779258913230460D+00    8 0.950125098376374401853194D-01
   17
    1 0.990575475314417335675434D+00    2 0.950675521768767761222717D+00
    3 0.880239153726985902122956D+00    4 0.781514003896801406925230D+00
    5 0.657671159216690765850302D+00    6 0.512690537086476967886247D+00
    7 0.351231763453876315297186D+00    8 0.178484181495847855850678D+00
   18
    1 0.991565168420930946730016D+00    2 0.955823949571397755181196D+00
    3 0.892602466497555739206061D+00    4 0.803704958972523115682417D+00
